customer_id,customer_name,age,email,country,profit,feedback_rating,sales_amount,visit_date,visit_time,favorite_dish
520,Archambault Ranns,32,arannsef@exblog.jp,Portugal,62,2,7667.71,4/9/2021,4,pizza
521,Boyd Kloisner,85,bkloisnereg@blogs.com,Czech Republic,12,4,7143.8,1/1/2020,14,pasta
522,Mitch Vicary,83,mvicaryeh@sohu.com,Brazil,66,3,9866.55,12/16/2021,17,burger
523,Loreen Verryan,46,lverryanei@hp.com,United States,16,1,7659.38,10/18/2020,9,pasta
524,Korry Muzzillo,42,kmuzzilloej@dell.com,Thailand,40,1,8004.78,10/20/2020,9,pasta
525,Urbano Barltrop,21,ubarltropek@engadget.com,Indonesia,25,5,1092.95,11/21/2020,14,pizza
526,Yorke Scrancher,57,yscrancherel@hp.com,France,18,5,7552.38,5/11/2020,1,pasta
527,Roosevelt Sandbach,67,rsandbachem@multiply.com,Ireland,73,3,9939.52,8/23/2021,20,pasta
528,Lambert Martusov,80,lmartusoven@geocities.com,Egypt,54,3,7111.72,10/6/2021,21,burger
529,Lucias Nimmo,28,lnimmoeo@networkadvertising.org,Syria,35,3,6424.16,7/6/2021,24,pizza
530,Korry Farry,57,kfarryep@g.co,Yemen,74,1,9484.39,11/19/2021,13,burger
531,Rik Sindall,51,rsindalleq@gizmodo.com,Russia,40,3,8607.31,2/23/2021,4,pizza
532,Juliane Klimkin,18,jklimkiner@mediafire.com,China,9,4,4908.61,12/6/2021,22,pasta
533,Loretta Bruckner,58,lbruckneres@army.mil,Sweden,57,2,4503.74,9/19/2020,10,pizza
534,Jemmy Blair,76,jblairet@google.ca,Sweden,57,4,3737.67,11/12/2020,19,burger
535,Raleigh MacGillreich,53,rmacgillreicheu@go.com,United States,88,5,1990.0,6/19/2021,20,pasta
536,Conny Skones,40,cskonesev@csmonitor.com,China,54,1,75.35,9/2/2020,12,burger
537,Eleonora Lettice,78,eletticeew@virginia.edu,Costa Rica,25,3,285.73,8/20/2020,7,pizza
538,Sloane Matoshin,21,smatoshinex@etsy.com,Philippines,48,3,5062.28,2/25/2020,16,pizza
539,Jillana Lammers,33,jlammersey@home.pl,China,100,4,8576.75,3/10/2021,1,pasta
540,Corabella Neeves,56,cneevesez@domainmarket.com,Canada,85,2,6477.24,8/12/2021,8,burger
541,Roderick Ferie,41,rferief0@chronoengine.com,China,53,3,3304.45,6/1/2021,24,pasta
542,Ignace Batchellor,49,ibatchellorf1@earthlink.net,Honduras,57,4,4953.78,9/7/2021,3,burger
543,Cherri Snowsill,29,csnowsillf2@symantec.com,United States,64,3,5776.86,11/23/2021,23,pasta
544,Anatole Tague,61,ataguef3@usgs.gov,Madagascar,1,4,9792.11,1/8/2020,7,pasta
545,Verene Hearnes,83,vhearnesf4@quantcast.com,Tanzania,91,5,8901.25,8/22/2021,15,pizza
546,Maire Fleeming,64,mfleemingf5@miibeian.gov.cn,Kosovo,59,2,4665.18,6/1/2021,15,pizza
547,Yanaton Churm,53,ychurmf6@berkeley.edu,China,62,3,5810.83,9/16/2021,23,pasta
548,Redd Gossington,27,rgossingtonf7@goo.ne.jp,Indonesia,29,2,8567.25,3/31/2021,22,burger
549,Everett Twoohy,38,etwoohyf8@goo.gl,Philippines,22,4,2341.68,5/5/2020,2,pasta
550,Reba Nussey,76,rnusseyf9@csmonitor.com,China,31,5,5241.26,2/3/2020,22,burger
551,Jill Tetley,38,jtetleyfa@xing.com,Malta,20,2,2400.68,10/23/2020,16,pasta
552,Bernarr Fay,72,bfayfb@elegantthemes.com,Yemen,100,1,6545.85,6/18/2020,3,pizza
553,Damien Tingey,27,dtingeyfc@purevolume.com,Philippines,11,5,797.27,4/8/2020,15,pasta
554,Sheila-kathryn MacBain,46,smacbainfd@mac.com,Nigeria,90,3,585.68,4/14/2021,8,pizza
555,Darn Dugall,23,ddugallfe@elegantthemes.com,Tanzania,16,1,3261.87,4/8/2021,23,burger
556,Letisha Fagence,37,lfagenceff@apple.com,Brazil,88,2,5240.32,11/17/2020,17,burger
557,Arda Cockling,51,acocklingfg@ocn.ne.jp,Peru,45,5,7454.49,9/24/2021,3,pizza
558,Von Trusler,37,vtruslerfh@craigslist.org,Peru,54,2,9459.15,12/28/2020,1,burger
559,Aleece Gerriets,59,agerrietsfi@uiuc.edu,China,29,5,5865.23,12/4/2020,3,pasta
560,Carleton Durrand,33,cdurrandfj@netlog.com,Czech Republic,65,1,9709.99,10/19/2020,23,pizza
561,Nertie Lindenfeld,85,nlindenfeldfk@skype.com,North Korea,66,3,1317.27,2/6/2021,5,burger
562,Anthe Coning,85,aconingfl@drupal.org,Nigeria,80,1,2582.95,5/21/2021,12,pasta
563,Emlynn Sandall,36,esandallfm@ucoz.com,Czech Republic,42,2,4249.75,5/17/2021,19,pizza
564,Oswald Sibson,53,osibsonfn@networkadvertising.org,France,91,3,4210.54,9/2/2020,24,burger
565,Joyan Wooler,85,jwoolerfo@pen.io,Peru,12,3,5731.16,11/22/2021,8,pasta
566,Pancho Shurville,81,pshurvillefp@nifty.com,Madagascar,17,4,8376.36,4/29/2020,15,burger
567,Melantha Ainley,59,mainleyfq@cocolog-nifty.com,Israel,53,3,5193.75,6/8/2020,3,pasta
568,Dolores Maunsell,24,dmaunsellfr@hugedomains.com,Honduras,67,4,2676.61,10/21/2021,14,pizza
569,Sarene Goublier,26,sgoublierfs@google.com.hk,Greece,86,3,148.87,11/4/2020,4,pasta
570,Homere Saltrese,67,hsaltreseft@pbs.org,France,2,2,8019.18,11/10/2021,14,pizza
571,Kellia Dockree,27,kdockreefu@reference.com,China,79,1,9324.64,8/25/2020,21,pizza
572,Natalina Petrolli,58,npetrollifv@cbslocal.com,Argentina,60,4,5447.95,2/5/2020,24,burger
573,Daphne Zanioletti,74,dzaniolettifw@usnews.com,Poland,48,3,5278.67,12/9/2020,8,pasta
574,Eden Tibols,31,etibolsfx@geocities.jp,Indonesia,30,1,8213.24,3/4/2021,12,burger
575,Petronille Bartoshevich,73,pbartoshevichfy@buzzfeed.com,Russia,56,2,712.6,7/26/2020,12,pizza
576,Fancie Gooderson,26,fgoodersonfz@wsj.com,Sweden,16,5,8633.48,4/30/2020,16,burger
577,Tull Chafney,85,tchafneyg0@columbia.edu,Nepal,58,2,4767.76,1/1/2020,0,pizza
578,Elyssa Scarrisbrick,29,escarrisbrickg1@hatena.ne.jp,United States,90,4,2151.02,10/8/2021,23,pizza
579,Arlyn Cayle,24,acayleg2@ucla.edu,Panama,39,4,9063.71,1/17/2021,10,pasta
580,Brennan Dymocke,70,bdymockeg3@yellowpages.com,Sweden,50,2,745.14,12/1/2021,12,burger
581,Pavlov Bond,51,pbondg4@storify.com,Malaysia,61,4,9531.36,4/25/2020,18,pasta
582,Cleavland Krout,75,ckroutg5@gizmodo.com,China,73,1,3293.66,1/21/2020,7,pizza
583,Ashli Zecchinelli,74,azecchinellig6@tinyurl.com,Portugal,24,4,8976.13,12/28/2021,6,burger
584,Lorette Chilcotte,69,lchilcotteg7@imgur.com,Argentina,40,5,8326.48,9/24/2020,8,pasta
585,Bill Buffham,53,bbuffhamg8@is.gd,United States,45,3,8753.06,10/30/2021,16,pasta
586,Melva Champness,53,mchampnessg9@mit.edu,Senegal,23,5,4907.7,8/28/2021,1,burger
587,Babette Dunkerley,81,bdunkerleyga@yellowbook.com,China,7,2,9680.11,3/23/2020,1,burger
588,Gilberto Hartrick,34,ghartrickgb@php.net,France,14,4,4653.58,10/15/2020,23,pizza
589,Chas Roast,73,croastgc@google.com.au,China,23,1,8624.35,7/13/2020,9,pizza
590,Jena Mustoe,38,jmustoegd@unesco.org,France,87,3,3004.35,2/21/2021,12,pasta
591,Oneida Clymo,57,oclymoge@uiuc.edu,China,9,4,5359.99,6/22/2020,17,pizza
592,Hadria Povele,58,hpovelegf@digg.com,Chile,81,1,7472.69,2/24/2021,14,pasta
593,Jasper Judson,83,jjudsongg@ning.com,United States,35,1,6617.09,6/15/2020,8,pasta
594,Ophelia Berlin,59,oberlingh@deliciousdays.com,China,59,3,7837.53,2/8/2021,11,pasta
595,Mitchell Werendell,65,mwerendellgi@reuters.com,Chile,70,3,1429.53,12/22/2020,21,pasta
596,Hurleigh Roake,70,hroakegj@businessweek.com,China,33,2,5281.45,1/12/2021,5,burger
597,Cammy Bointon,26,cbointongk@lulu.com,China,26,1,1048.05,1/25/2021,20,burger
598,Rex Reskelly,55,rreskellygl@google.com.hk,Philippines,65,1,4393.63,9/30/2021,0,pasta
599,Parnell Cowlin,62,pcowlingm@dailymotion.com,Portugal,70,1,1652.4,1/14/2021,7,pasta
600,Rickard Ledbury,55,rledburygn@xing.com,Czech Republic,83,4,924.66,3/12/2021,20,pizza
601,Cordie Schober,25,cschobergo@ezinearticles.com,Portugal,8,3,7740.42,8/28/2020,21,burger
602,Gill Lloyd-Williams,20,glloydwilliamsgp@indiegogo.com,Russia,65,1,5876.95,7/6/2021,11,burger
603,Shelden Rustidge,25,srustidgegq@berkeley.edu,Portugal,27,1,7284.18,5/1/2021,10,burger
604,Pietra Newbegin,38,pnewbegingr@imdb.com,Iran,12,4,8545.55,3/24/2020,1,pasta
605,Bryana Chirm,44,bchirmgs@comcast.net,Finland,48,4,2043.28,10/31/2020,22,pasta
606,Dione Arundell,81,darundellgt@github.com,Norway,32,5,8295.48,12/6/2020,13,pasta
607,Federico Potteril,71,fpotterilgu@free.fr,Indonesia,50,1,2247.91,2/8/2021,16,burger
608,Star Gladding,52,sgladdinggv@studiopress.com,East Timor,47,2,632.84,3/2/2021,18,pasta
609,Angeline Caslett,40,acaslettgw@businesswire.com,Guatemala,77,3,8392.23,3/25/2021,12,pasta
610,Cullie Alison,37,calisongx@abc.net.au,Albania,97,2,183.81,8/4/2021,23,pizza
611,Abbie Fontelles,81,afontellesgy@goo.ne.jp,Poland,65,5,1501.3,1/31/2020,14,pasta
612,Cassandry Marton,29,cmartongz@google.co.uk,Peru,22,5,1208.54,4/14/2021,6,burger
613,Duncan MacDuff,34,dmacduffh0@abc.net.au,Sweden,60,5,7575.62,1/29/2021,4,pizza
614,Nikki Paff,31,npaffh1@gov.uk,Slovenia,27,5,9746.74,8/13/2021,17,pasta
615,Shermie Brabbs,80,sbrabbsh2@dot.gov,Anguilla,83,1,3062.15,1/14/2020,18,pizza
616,Emylee Handsheart,32,ehandshearth3@photobucket.com,China,7,5,8545.58,12/18/2021,3,pasta
617,Bradan Bosson,84,bbossonh4@redcross.org,Peru,80,4,206.2,11/3/2020,11,burger
618,Grant Racine,85,gracineh5@businesswire.com,China,57,1,7821.5,5/22/2020,17,pizza
619,Annaliese Petrovykh,20,apetrovykhh6@alibaba.com,Latvia,96,5,2974.39,5/6/2021,12,pasta
620,Tanner Cobbled,29,tcobbledh7@usa.gov,Japan,23,2,3071.32,2/22/2020,17,pasta
621,Rafaelita Punshon,58,rpunshonh8@discovery.com,United States,84,5,9589.05,2/9/2021,7,pizza
622,Ivar Schutze,76,ischutzeh9@vk.com,Afghanistan,98,5,813.76,2/19/2021,8,burger
623,Bette Penning,68,bpenningha@yelp.com,Philippines,42,2,5005.01,6/3/2021,1,burger
624,Waylan Inchcomb,68,winchcombhb@etsy.com,China,56,3,39.59,3/29/2020,13,pasta
625,Lesly Jeandel,71,ljeandelhc@networkadvertising.org,Peru,49,2,2417.93,3/6/2021,24,pasta
626,Janella Loder,74,jloderhd@spotify.com,Czech Republic,69,4,1982.5,8/9/2021,4,burger
627,Kimberli Penwarden,46,kpenwardenhe@narod.ru,Guam,76,1,2557.18,10/29/2021,0,pasta
628,Ertha Kempston,76,ekempstonhf@pinterest.com,Sweden,72,2,4927.42,6/24/2021,7,pasta
629,Clemmy Ferran,33,cferranhg@flickr.com,China,97,2,5411.77,3/10/2021,5,pizza
630,Biron Spurrier,82,bspurrierhh@theglobeandmail.com,Spain,1,1,2178.13,1/17/2021,9,burger
631,Laurene Slyman,73,lslymanhi@fc2.com,France,93,2,1771.51,5/18/2021,23,burger
632,Hendrik Widdocks,55,hwiddockshj@pen.io,China,19,4,2284.65,10/11/2021,13,pasta
633,Yoko Whereat,73,ywhereathk@yahoo.com,United States,93,5,1092.47,5/5/2021,11,pasta
634,Nicholas Scurry,56,nscurryhl@cnet.com,Portugal,51,4,4739.82,4/27/2021,11,burger
635,Cristine McOnie,76,cmconiehm@cargocollective.com,Philippines,61,5,1238.55,9/20/2020,3,pasta
636,Humphrey Baudet,68,hbaudethn@dion.ne.jp,Pakistan,56,4,738.72,10/5/2021,10,burger
637,Peri Studman,62,pstudmanho@live.com,Portugal,72,1,7101.44,7/8/2020,5,pizza
638,Terrence Trevett,44,ttrevetthp@hexun.com,Bolivia,82,2,7628.81,12/24/2020,12,pizza
639,Fredericka Noraway,60,fnorawayhq@jiathis.com,Indonesia,46,2,2496.94,8/5/2021,8,pasta
640,Abdul Krishtopaittis,29,akrishtopaittishr@bloglovin.com,Russia,88,4,5383.78,10/10/2021,13,burger
641,Augustine Butterley,51,abutterleyhs@scribd.com,Colombia,20,1,5354.53,1/18/2020,12,pasta
642,Zachariah Blackaller,27,zblackallerht@oracle.com,Poland,39,1,1438.66,11/28/2021,1,pizza
643,Kaile Cheng,24,kchenghu@buzzfeed.com,Macedonia,24,1,3610.3,5/23/2021,2,burger
644,Wylie Turbayne,31,wturbaynehv@cpanel.net,Indonesia,81,1,8144.18,6/22/2021,12,pasta
645,Sutherland Dearness,47,sdearnesshw@seesaa.net,China,19,4,2961.38,9/21/2021,10,burger
646,Bronnie Ades,18,badeshx@homestead.com,Iran,4,1,1440.68,8/24/2021,16,pasta
647,Des Monckton,19,dmoncktonhy@weather.com,Ethiopia,7,3,4384.53,9/2/2021,4,pasta
648,Wynnie Wanek,51,wwanekhz@eventbrite.com,Argentina,15,1,3622.69,4/14/2020,5,pasta
649,Ephrem Smeed,60,esmeedi0@ibm.com,Portugal,93,4,1936.29,9/28/2021,18,burger
650,Wynne Dinzey,30,wdinzeyi1@marriott.com,Ukraine,39,3,8961.88,3/28/2021,9,burger
651,Nikola Dupoy,61,ndupoyi2@europa.eu,Kosovo,27,4,9870.47,4/18/2020,0,burger
652,Adela Pusill,64,apusilli3@aboutads.info,Haiti,80,2,8140.84,3/7/2021,3,pasta
653,Clywd Thorbon,44,cthorboni4@redcross.org,China,97,1,3932.32,8/19/2021,10,pasta
654,Wynny Chesnay,54,wchesnayi5@narod.ru,Brazil,3,5,568.31,2/21/2020,2,burger
655,Willy Pratton,83,wprattoni6@npr.org,Sweden,15,3,3693.26,2/6/2020,11,burger
656,Hector Ingarfield,48,hingarfieldi7@vimeo.com,Cape Verde,51,3,6996.45,2/18/2020,16,pizza
657,Thom Divill,40,tdivilli8@lulu.com,Morocco,21,2,2729.12,2/26/2020,9,pasta
658,Joelle Loughlin,44,jloughlini9@bloglovin.com,Poland,87,2,183.89,8/12/2021,2,burger
659,Brockie Hinrich,85,bhinrichia@adobe.com,Ivory Coast,74,5,1813.93,1/29/2021,10,burger
660,Aurlie Clint,85,aclintib@edublogs.org,China,25,1,7754.85,11/1/2021,14,pizza
661,Vladamir Ingerfield,50,vingerfieldic@wordpress.org,Indonesia,38,5,3160.79,9/15/2020,12,burger
662,Sam Blowing,71,sblowingid@sun.com,Iran,30,3,1154.92,10/7/2020,2,pasta
663,Afton Vauls,19,avaulsie@bluehost.com,Portugal,90,3,8535.57,8/26/2020,4,pasta
664,Viviana Yakebovich,25,vyakebovichif@hao123.com,China,82,3,6475.82,1/26/2021,5,pizza
665,Ami Whitesel,85,awhiteselig@indiegogo.com,Mexico,34,3,8562.23,5/5/2021,10,pizza
666,Alison Duffield,82,aduffieldih@usatoday.com,Brazil,90,1,7086.25,7/10/2020,19,pasta
667,Hi Smallpiece,77,hsmallpieceii@npr.org,China,11,5,2145.26,3/16/2020,8,burger
668,Nick Cahan,22,ncahanij@ftc.gov,Chile,58,2,1989.04,1/28/2021,7,pizza
669,Katey Bodham,74,kbodhamik@ed.gov,Netherlands,68,3,9332.3,4/27/2020,1,burger
670,Chiarra Inston,53,cinstonil@tiny.cc,Brazil,16,5,2160.21,5/23/2020,16,pasta
671,Laure Collinge,46,lcollingeim@ted.com,Japan,23,1,2108.63,3/28/2021,12,pizza
672,Kyle Kuschel,45,kkuschelin@shinystat.com,Kyrgyzstan,3,5,2025.81,11/23/2020,5,pizza
673,Ferdinande L' Estrange,82,flio@engadget.com,Saudi Arabia,61,3,3397.06,3/15/2020,14,pizza
674,Mickie Gallego,27,mgallegoip@state.tx.us,Tanzania,44,2,2879.15,11/26/2021,9,burger
675,Timofei Sidebotham,23,tsidebothamiq@eepurl.com,Russia,15,3,7197.91,12/2/2021,20,pizza
676,Beverly Jorat,67,bjoratir@bbb.org,Greece,71,5,4377.95,7/15/2020,2,burger
677,Kennett Maffione,26,kmaffioneis@merriam-webster.com,Japan,33,2,921.85,6/26/2021,22,pasta
678,Dinnie Kenright,48,dkenrightit@admin.ch,Russia,72,3,1606.93,9/12/2020,19,pasta
679,Mikaela Magee,78,mmageeiu@whitehouse.gov,Ukraine,98,5,6667.5,7/3/2020,7,burger
680,Barnabe Rhys,69,brhysiv@free.fr,Finland,79,1,5803.36,6/15/2020,22,pasta
681,Merlina Aldersea,18,malderseaiw@privacy.gov.au,China,29,3,5399.96,1/12/2020,10,pasta
682,Jesse Slott,37,jslottix@g.co,Indonesia,11,1,9797.77,12/3/2020,22,pizza
683,Margalo Jatczak,52,mjatczakiy@vkontakte.ru,Philippines,55,2,3827.88,11/9/2021,11,pizza
684,Ardelis Constantine,33,aconstantineiz@furl.net,Russia,2,5,8843.07,12/16/2021,4,burger
685,Alexine Drable,73,adrablej0@ow.ly,Croatia,55,5,3330.28,2/21/2020,6,pasta
686,Linn Reuven,70,lreuvenj1@cisco.com,Indonesia,55,2,7154.04,9/11/2021,24,pasta
687,Merrili Jerrim,21,mjerrimj2@icq.com,China,40,2,5631.72,12/6/2020,19,pasta
688,Nicki Bonnesen,46,nbonnesenj3@hatena.ne.jp,Madagascar,11,5,5605.88,3/11/2020,3,pizza
689,Brody McGaugie,69,bmcgaugiej4@youtube.com,Guatemala,39,5,3317.84,1/13/2021,18,pasta
690,Stanwood Keeley,40,skeeleyj5@pagesperso-orange.fr,China,91,1,6593.94,10/15/2021,2,pasta
691,Saunders Legonidec,21,slegonidecj6@amazon.co.jp,Greece,58,3,909.05,3/21/2020,10,burger
692,Stephanus Downage,27,sdownagej7@nsw.gov.au,Canada,22,5,655.54,2/29/2020,6,pasta
693,Hilario Ksandra,80,hksandraj8@hibu.com,Brazil,63,1,8076.1,2/12/2020,17,pizza
694,Chaunce Cupitt,39,ccupittj9@ifeng.com,Mexico,4,4,4430.03,2/24/2021,14,burger
695,Venita Haldenby,84,vhaldenbyja@discuz.net,Nigeria,9,5,2136.96,5/22/2020,19,pizza
696,Karoly Trusslove,77,ktrusslovejb@cafepress.com,Brazil,11,2,7857.55,4/25/2020,3,burger
697,Agnella Likely,83,alikelyjc@webeden.co.uk,Palestinian Territory,95,3,7113.26,9/7/2020,17,burger
698,Kristien Keneford,24,kkenefordjd@omniture.com,Brazil,86,1,4994.79,5/7/2020,20,pizza
699,Olympe Gyford,71,ogyfordje@nydailynews.com,China,69,3,3725.51,3/9/2021,1,pasta
700,Kenyon Buckett,73,kbuckettjf@google.com.br,Iran,56,1,3963.74,11/9/2021,8,burger
701,Konstantin Plail,85,kplailjg@opera.com,Belarus,2,1,1994.69,2/5/2021,2,pasta
702,Felicle Andrieu,71,fandrieujh@mozilla.com,China,84,2,3821.64,10/19/2020,23,pasta
703,Aindrea Radin,83,aradinji@pen.io,Vietnam,76,5,2906.98,2/13/2020,23,burger
704,Michel Yaneev,40,myaneevjj@hao123.com,Kazakhstan,71,5,7572.19,1/2/2020,16,pasta
705,Bobbe Samuels,42,bsamuelsjk@ehow.com,Albania,39,3,4919.26,1/27/2021,3,burger
706,Brianne Worms,47,bwormsjl@sciencedirect.com,China,60,3,6686.94,3/7/2021,24,pizza
707,Tarrance Standing,79,tstandingjm@weebly.com,Estonia,14,2,9152.59,3/23/2020,1,pasta
708,Codi Raistrick,27,craistrickjn@so-net.ne.jp,Ukraine,13,4,3324.08,12/1/2020,11,pasta
709,Cobbie Normanvell,34,cnormanvelljo@scribd.com,Philippines,58,4,8737.79,9/13/2021,16,burger
710,Ellswerth Liverock,66,eliverockjp@liveinternet.ru,Ukraine,27,3,8109.91,10/23/2021,19,pasta
711,Sheilah Westerman,73,swestermanjq@odnoklassniki.ru,Dominican Republic,11,5,800.84,9/9/2021,19,burger
712,Lane Alforde,77,lalfordejr@whitehouse.gov,Panama,100,4,1804.61,10/4/2020,0,pasta
713,Guinna Mehmet,36,gmehmetjs@reuters.com,Poland,34,3,9663.61,5/22/2021,6,pizza
714,Sherm MacLure,40,smaclurejt@nationalgeographic.com,Philippines,51,5,5148.89,1/24/2021,17,pizza
715,Che Lorenzini,58,clorenziniju@baidu.com,Indonesia,44,4,63.63,8/23/2021,0,burger
716,Leda Guys,57,lguysjv@un.org,China,18,2,7566.79,10/3/2020,8,pasta
717,Tod Fairlaw,63,tfairlawjw@alexa.com,United States,88,4,2574.42,5/10/2020,2,pasta
718,Liam Notley,48,lnotleyjx@psu.edu,Portugal,10,1,2845.05,2/26/2020,16,pasta
719,Danna Ormonde,30,dormondejy@gravatar.com,Bolivia,85,5,2849.26,6/2/2020,4,burger
720,Nina Mossom,49,nmossomjz@cmu.edu,Indonesia,75,3,720.27,10/14/2021,5,burger
721,Ephraim Crowche,52,ecrowchek0@uol.com.br,South Africa,68,5,9034.85,5/17/2020,23,burger
722,Pattie O'Sculley,58,posculleyk1@pcworld.com,China,74,4,9597.16,12/26/2021,18,pasta
723,Rosanne McCaughan,50,rmccaughank2@rediff.com,Malaysia,100,1,3003.34,8/4/2021,1,burger
724,Derward Garrettson,71,dgarrettsonk3@loc.gov,Philippines,54,4,5783.28,2/28/2021,3,pasta
725,Christye Golton,69,cgoltonk4@opensource.org,Thailand,74,2,1527.56,1/31/2021,12,burger
726,Obadiah Dragge,54,odraggek5@baidu.com,United States,38,3,7353.85,4/11/2021,14,burger
727,Lucais Roughsedge,76,lroughsedgek6@zimbio.com,China,73,4,1070.59,3/15/2021,18,burger
728,Gloriana Rockhall,85,grockhallk7@reference.com,Ukraine,1,4,3748.61,10/24/2020,10,pizza
729,Ambrose Dimberline,56,adimberlinek8@stanford.edu,Sweden,70,1,9723.99,2/7/2021,0,burger
730,Derk McIndoe,66,dmcindoek9@w3.org,Czech Republic,82,2,6264.73,9/19/2021,15,burger
731,Franklyn Pipping,21,fpippingka@tumblr.com,Republic of the Congo,99,2,8645.8,4/14/2020,15,burger
732,Bonita Stamps,78,bstampskb@timesonline.co.uk,Canada,100,3,6069.46,8/29/2020,6,burger
733,Corny Leaf,45,cleafkc@prlog.org,Cameroon,6,5,7528.03,1/1/2020,9,pasta
734,Carolyn Tetlow,68,ctetlowkd@cisco.com,Syria,25,5,2676.23,6/11/2020,16,pizza
735,Townie Joslow,28,tjoslowke@va.gov,Indonesia,69,3,5433.39,12/27/2020,15,pizza
736,Dav Frean,68,dfreankf@geocities.com,Ukraine,4,2,6971.47,8/24/2021,13,pizza
737,Clio Casino,49,ccasinokg@prlog.org,Poland,57,4,3912.35,4/10/2020,5,pasta
738,Nev Steed,74,nsteedkh@sciencedirect.com,Micronesia,95,4,8912.42,8/29/2021,10,pasta
739,Pearle MacBain,67,pmacbainki@dagondesign.com,Russia,22,2,350.98,9/8/2021,6,pizza
740,Concettina Prendiville,49,cprendivillekj@amazon.co.jp,Brazil,81,3,5426.45,2/16/2021,5,burger
741,Sanders Senechell,26,ssenechellkk@mlb.com,Vietnam,23,1,568.36,2/6/2021,21,burger
742,Brinn Dawney,71,bdawneykl@google.com.au,Sierra Leone,45,4,3375.35,8/25/2020,20,pasta
743,Norbert Lowndesbrough,49,nlowndesbroughkm@earthlink.net,Poland,52,2,2723.17,2/25/2021,2,burger
744,Bren Sherry,56,bsherrykn@ibm.com,Bulgaria,38,5,2048.74,10/5/2021,17,pasta
745,Caroljean Tregidga,84,ctregidgako@fc2.com,Brazil,11,3,3527.42,9/12/2021,7,burger
746,Fredra Tapsell,74,ftapsellkp@imgur.com,Sweden,10,3,8934.39,11/14/2020,12,pizza
747,Rubi Morphew,19,rmorphewkq@odnoklassniki.ru,Portugal,25,4,8974.16,11/30/2020,14,burger
748,Slade Lewknor,62,slewknorkr@imgur.com,Sierra Leone,64,1,511.0,6/16/2021,7,burger
749,Martha Sibbson,76,msibbsonks@irs.gov,Serbia,40,3,1579.03,11/14/2020,22,burger
750,Bartolomeo Kastel,72,bkastelkt@independent.co.uk,Portugal,99,5,1523.97,7/12/2021,8,pasta
751,Cate Hindrich,74,chindrichku@pinterest.com,Russia,62,1,8509.46,1/5/2021,23,pizza
752,Glad Zorzin,65,gzorzinkv@wix.com,Russia,22,1,1301.38,7/2/2020,15,pasta
753,Demetris Jekyll,84,djekyllkw@360.cn,Slovenia,52,1,5815.65,1/21/2020,23,pizza
754,Catriona Signori,52,csignorikx@lulu.com,Brazil,81,3,8588.3,12/27/2020,22,burger
755,Johannes Cranston,66,jcranstonky@blogger.com,China,72,1,201.0,3/9/2020,17,pizza
756,Harp Ginner,73,hginnerkz@rakuten.co.jp,China,6,3,416.09,6/9/2021,21,pasta
757,Nanice Boddis,19,nboddisl0@globo.com,Indonesia,98,3,711.22,6/16/2021,20,pizza
758,Miguela Greenacre,31,mgreenacrel1@umn.edu,Czech Republic,38,2,2868.09,11/15/2020,17,pizza
759,Esma Kemme,75,ekemmel2@unblog.fr,China,75,4,6467.41,4/4/2020,3,burger
760,Porter Kernes,61,pkernesl3@imageshack.us,Indonesia,86,1,1916.96,11/17/2021,22,burger
761,Twyla Deacon,37,tdeaconl4@ask.com,Portugal,67,5,6636.23,7/8/2021,8,pizza
762,Feliza Tregido,26,ftregidol5@senate.gov,Brazil,23,5,7747.71,10/14/2021,22,pasta
763,Mary Thurley,60,mthurleyl6@behance.net,Denmark,77,2,7387.83,4/8/2021,5,pizza
764,Petronille Regina,46,preginal7@lulu.com,China,20,5,7584.76,11/11/2020,2,burger
765,Monty Bruinemann,25,mbruinemannl8@nature.com,Brazil,90,3,6462.03,5/20/2021,2,pizza
766,Lina Kleynermans,69,lkleynermansl9@blinklist.com,China,72,2,9281.63,7/8/2020,24,pizza
767,Concordia Keasley,79,ckeasleyla@cocolog-nifty.com,Botswana,73,3,7793.36,7/22/2020,2,burger
768,Hamel Frontczak,26,hfrontczaklb@aol.com,Philippines,17,4,3235.4,9/9/2021,13,burger
769,Sully Dunbobin,77,sdunbobinlc@amazon.co.jp,Iran,44,1,9263.77,10/15/2020,8,burger
770,Ingar Balog,22,ibalogld@yahoo.com,Indonesia,46,3,6799.38,6/26/2021,11,pizza
771,Renae Fandrey,70,rfandreyle@admin.ch,China,74,1,7641.4,4/10/2021,10,pizza
772,Clementina Savory,44,csavorylf@answers.com,Spain,61,4,2736.72,1/24/2021,6,pasta
773,Seka Doxsey,78,sdoxseylg@rakuten.co.jp,Czech Republic,74,1,4635.19,3/29/2021,7,pasta
774,Claude Thomason,36,cthomasonlh@wikispaces.com,Indonesia,30,2,8575.74,2/24/2021,18,burger
775,Dorree Gregr,34,dgregrli@weibo.com,United States,10,1,8572.64,2/5/2021,6,pasta
776,Jabez Slogrove,41,jslogrovelj@hostgator.com,China,85,2,54.82,2/25/2021,13,pizza
777,Estevan Cammomile,34,ecammomilelk@oracle.com,Cuba,47,1,3626.3,12/16/2021,20,pasta
778,Perice Berrie,54,pberriell@hibu.com,Vanuatu,4,1,5684.78,12/1/2020,21,pizza
779,Sophey Sparway,45,ssparwaylm@aol.com,Bosnia and Herzegovina,68,2,8644.75,11/22/2021,7,pasta
